topic_slug,part_of_speech,level,translations,meta
"general","adjective","6","{""en"":""outpatient"",""ru"":""амбулаторный"",""et"":""ambulatoorne"",""de"":""ambulant"",""no"":""poliklinisk""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""corpse"",""ru"":""труп"",""et"":""laip"",""de"":""Leiche"",""no"":""lik""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""apprentice"",""ru"":""ученик"",""et"":""õpipoiss"",""de"":""Lehrling"",""no"":""lærling""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""constrained"",""ru"":""сдержанный"",""et"":""piiratud"",""de"":""eingeschränkt"",""no"":""begrenset""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""quirk"",""ru"":""галтель"",""et"":""veidrus"",""de"":""Eigenart"",""no"":""finurlighet""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""indignant"",""ru"":""возмущенный"",""et"":""nördinud"",""de"":""empört"",""no"":""indignert""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adverb","6","{""en"":""indignantly"",""ru"":""возмущенно"",""et"":""nördinult"",""de"":""empört"",""no"":""indignert""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""eccentricity"",""ru"":""эксцентричность"",""et"":""ekstsentrilisus"",""de"":""Exzentrizität"",""no"":""eksentrisitet""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""locomotive"",""ru"":""локомотив"",""et"":""vedur"",""de"":""Lokomotive"",""no"":""lokomotiv""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""locomotion"",""ru"":""передвижение"",""et"":""liikumine"",""de"":""Fortbewegung"",""no"":""bevegelse""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""individualism"",""ru"":""индивидуализм"",""et"":""individualism"",""de"":""Individualismus"",""no"":""individualisme""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""enthuse"",""ru"":""вызывать энтузиазм"",""et"":""vaimustama"",""de"":""begeistern"",""no"":""begeistre""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""belligerent"",""ru"":""воинственный"",""et"":""sõjakas"",""de"":""kriegerisch"",""no"":""krigførende""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""belligerence"",""ru"":""воинственность"",""et"":""sõjakus"",""de"":""Kriegslust"",""no"":""krigerskhet""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""stoicism"",""ru"":""стоицизм"",""et"":""stoilisus"",""de"":""Stoizismus"",""no"":""stoisisme""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","verb","6","{""en"":""deliberate"",""ru"":""преднамеренный"",""et"":""tahtlik"",""de"":""absichtlich"",""no"":""bevisst""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""recluse"",""ru"":""отшельник"",""et"":""erak"",""de"":""Einsiedler"",""no"":""eneboer""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""reclusive"",""ru"":""затворник"",""et"":""eraklik"",""de"":""zurückgezogen"",""no"":""tilbaketrukket""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""metalled"",""ru"":""металлизированный"",""et"":""metalliseeritud"",""de"":""metallisiert"",""no"":""metallisert""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""brief"",""ru"":""краткий"",""et"":""lühidalt"",""de"":""kurz"",""no"":""kort""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""oblique"",""ru"":""косой"",""et"":""kaldus"",""de"":""schräg"",""no"":""skrå""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""facsimile"",""ru"":""факсимиле"",""et"":""faksiimile"",""de"":""Faksimile"",""no"":""faksimile""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""shamble"",""ru"":""путаться"",""et"":""segamini"",""de"":""Durcheinander"",""no"":""rote""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""whir"",""ru"":""жужжание"",""et"":""virisema"",""de"":""Surren"",""no"":""surre""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""blight"",""ru"":""портить"",""et"":""lehemädanik"",""de"":""Seuche"",""no"":""sykdom""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""puritanical"",""ru"":""пуританский"",""et"":""puritaanlik"",""de"":""puritanisch"",""no"":""puritansk""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""brood"",""ru"":""выводок"",""et"":""haudumine"",""de"":""Brut"",""no"":""yngel""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""disdainful"",""ru"":""презрительный"",""et"":""põlglik"",""de"":""verächtlich"",""no"":""foraktelig""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""zoologist"",""ru"":""зоолог"",""et"":""zooloog"",""de"":""Zoologe"",""no"":""zoolog""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""zoology"",""ru"":""зоология"",""et"":""zooloogia"",""de"":""Zoologie"",""no"":""zoologi""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""encumbrance"",""ru"":""обременение"",""et"":""koormamine"",""de"":""Belastung"",""no"":""heftelse""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""encumber"",""ru"":""обременять"",""et"":""koormama"",""de"":""belasten"",""no"":""hefter""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""hypothesis"",""ru"":""гипотеза"",""et"":""hüpotees"",""de"":""Hypothese"",""no"":""hypotese""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","verb","6","{""en"":""hypothesize"",""ru"":""выдвигать гипотезу"",""et"":""hüpoteesi"",""de"":""Hypothese"",""no"":""hypotese""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""hypothetical"",""ru"":""гипотетический"",""et"":""hüpoteetiline"",""de"":""hypothetisch"",""no"":""hypotetisk""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""parasitic"",""ru"":""паразитический"",""et"":""parasiitne"",""de"":""parasitär"",""no"":""parasittisk""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""plumage"",""ru"":""оперение"",""et"":""sulestik"",""de"":""Gefieder"",""no"":""fjærdrakt""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""utilitarian"",""ru"":""утилитарный"",""et"":""utilitaarne"",""de"":""utilitaristisch"",""no"":""utilitaristisk""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","verb","6","{""en"":""utilize"",""ru"":""использовать"",""et"":""kasutada"",""de"":""nutzen"",""no"":""utnytte""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""utility"",""ru"":""полезность"",""et"":""kasulikkust"",""de"":""Dienstprogramm"",""no"":""nytte""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""predilection"",""ru"":""пристрастие"",""et"":""eelsoodumus"",""de"":""Vorliebe"",""no"":""forkjærlighet""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","verb","6","{""en"":""commensurate"",""ru"":""соразмерный"",""et"":""proportsionaalne"",""de"":""angemessen"",""no"":""tilsvarende""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adverb","6","{""en"":""commensurately"",""ru"":""соразмерно"",""et"":""proportsionaalselt"",""de"":""entsprechend"",""no"":""tilsvarende""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","verb","6","{""en"":""vindicate"",""ru"":""оправдать"",""et"":""õigustada"",""de"":""rechtfertigen"",""no"":""stadfeste""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""vindication"",""ru"":""оправдание"",""et"":""õigustamine"",""de"":""Rechtfertigung"",""no"":""rettferdiggjørelse""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""parable"",""ru"":""притча"",""et"":""tähendamissõna"",""de"":""Gleichnis"",""no"":""lignelse""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","verb","6","{""en"":""poise"",""ru"":""уравновешенность"",""et"":""tasakaalukas"",""de"":""Haltung"",""no"":""balanse""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""minster"",""ru"":""министр"",""et"":""minister"",""de"":""Münster"",""no"":""minister""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""wrack"",""ru"":""крушение"",""et"":""wrack"",""de"":""Wrack"",""no"":""wrack""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""ironic"",""ru"":""ироничный"",""et"":""irooniline"",""de"":""ironisch"",""no"":""ironisk""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""predecessor"",""ru"":""предшественник"",""et"":""eelkäija"",""de"":""Vorgänger"",""no"":""forgjenger""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adverb","6","{""en"":""ally"",""ru"":""союзник"",""et"":""liitlane"",""de"":""Verbündeter"",""no"":""alliert""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""callous"",""ru"":""бессердечный"",""et"":""kalk"",""de"":""gefühllos"",""no"":""ufølsom""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adverb","6","{""en"":""callously"",""ru"":""бессердечно"",""et"":""tundetult"",""de"":""gefühllos"",""no"":""lydløst""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""derelict"",""ru"":""заброшенный"",""et"":""mahajäetud"",""de"":""verfallen"",""no"":""forlatt""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""materialism"",""ru"":""материализм"",""et"":""materialism"",""de"":""Materialismus"",""no"":""materialisme""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""materialistic"",""ru"":""материалистический"",""et"":""materialistlik"",""de"":""materialistisch"",""no"":""materialistisk""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""ferocity"",""ru"":""свирепость"",""et"":""raevukus"",""de"":""Wildheit"",""no"":""voldsomhet""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""utter"",""ru"":""полный"",""et"":""lausuma"",""de"":""absolut"",""no"":""ytre""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adverb","6","{""en"":""evokingly"",""ru"":""вызывающе"",""et"":""äratavalt"",""de"":""eindrucksvoll"",""no"":""fremkallende""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""recitation"",""ru"":""декламация"",""et"":""ettelugemine"",""de"":""Rezitation"",""no"":""resitasjon""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""equable"",""ru"":""уравновешенный"",""et"":""võrdne"",""de"":""gleichberechtigt"",""no"":""likeverdig""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""extant"",""ru"":""сохранившийся"",""et"":""säilinud"",""de"":""vorhanden"",""no"":""eksisterende""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""denounce"",""ru"":""денонсировать"",""et"":""hukka mõista"",""de"":""anprangern"",""no"":""fordømme""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""denunciation"",""ru"":""донос"",""et"":""denonsseerimine"",""de"":""Denunziation"",""no"":""oppsigelse""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""echo"",""ru"":""эхо"",""et"":""kaja"",""de"":""Echo"",""no"":""ekko""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""requisition"",""ru"":""реквизиция"",""et"":""rekvireerimine"",""de"":""Anforderung"",""no"":""rekvisisjon""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","verb","6","{""en"":""substantiate"",""ru"":""обосновать"",""et"":""põhjendama"",""de"":""begründen"",""no"":""underbygge""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""inscrutable"",""ru"":""непостижимый"",""et"":""uurimatu"",""de"":""unergründlich"",""no"":""uutgrunnelig""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""stratosphere"",""ru"":""стратосфера"",""et"":""stratosfäär"",""de"":""Stratosphäre"",""no"":""stratosfæren""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""indulge"",""ru"":""предаваться"",""et"":""anduma"",""de"":""verwöhnen"",""no"":""hengi seg""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""indulgence"",""ru"":""снисходительность"",""et"":""järeleandlikkus"",""de"":""Genuss"",""no"":""overbærenhet""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adverb","6","{""en"":""indulgently"",""ru"":""снисходительно"",""et"":""järeleandlikult"",""de"":""nachsichtig"",""no"":""overbærende""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""laudatory"",""ru"":""хвалебный"",""et"":""ülistav"",""de"":""lobend"",""no"":""rosende""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""laud"",""ru"":""хвалить"",""et"":""kiida"",""de"":""loben"",""no"":""ros""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""glitz"",""ru"":""блеск"",""et"":""sära"",""de"":""Glanz"",""no"":""glitter""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""glitzy"",""ru"":""блестящий"",""et"":""sädelev"",""de"":""glitzernd"",""no"":""glitrende""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","verb","6","{""en"":""automate"",""ru"":""автоматизировать"",""et"":""automatiseerida"",""de"":""automatisieren"",""no"":""automatisere""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""apprehend"",""ru"":""задержать"",""et"":""kinni võtta"",""de"":""begreifen"",""no"":""pågripe""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""athleticism"",""ru"":""атлетизм"",""et"":""sportlikkus"",""de"":""Sportlichkeit"",""no"":""atletikk""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""daunt"",""ru"":""устрашать"",""et"":""hirmutav"",""de"":""entmutigend"",""no"":""skremmende""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""daunting"",""ru"":""устрашающий"",""et"":""hirmutav"",""de"":""entmutigend"",""no"":""skremmende""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""acreage"",""ru"":""площадь"",""et"":""pindala"",""de"":""Fläche"",""no"":""areal""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""affectation"",""ru"":""аффектация"",""et"":""mõjutus"",""de"":""Affektiertheit"",""no"":""affektasjon""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""imposition"",""ru"":""навязывание"",""et"":""pealesurumine"",""de"":""Auferlegung"",""no"":""pålegg""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""circuit"",""ru"":""схема"",""et"":""vooluring"",""de"":""Schaltung"",""no"":""krets""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","verb","6","{""en"":""stipulate"",""ru"":""оговаривать"",""et"":""sätestada"",""de"":""festlegen"",""no"":""fastsette""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""stipulation"",""ru"":""оговорка"",""et"":""säte"",""de"":""Bestimmung"",""no"":""bestemmelse""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""allot"",""ru"":""выделять"",""et"":""eraldama"",""de"":""zuteilen"",""no"":""tildele""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adjective","6","{""en"":""allotment"",""ru"":""выделение"",""et"":""jaotus"",""de"":""Zuteilung"",""no"":""tildeling""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","adverb","6","{""en"":""anticlimactically"",""ru"":""разочаровывающий"",""et"":""antiklimaatiliselt"",""de"":""antiklimaktisch"",""no"":""antiklimatisk""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""forfeiture"",""ru"":""конфискация"",""et"":""konfiskeerimine"",""de"":""Verfall"",""no"":""inndragning""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
"general","noun","6","{""en"":""blitz"",""ru"":""блиц"",""et"":""välk"",""de"":""Blitz"",""no"":""blitz""}","{""source"":""c2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":6}"
