topic_slug,part_of_speech,level,translations,meta
"general","noun","4","{""en"":""acid"",""ru"":""кислота"",""et"":""hape"",""de"":""Säure"",""no"":""syre""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""acquisition"",""ru"":""приобретение"",""et"":""omandamine"",""de"":""Erwerb"",""no"":""oppkjøp""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adverb","4","{""en"":""actively"",""ru"":""активно"",""et"":""aktiivselt"",""de"":""aktiv"",""no"":""aktivt""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""actual"",""ru"":""действительный"",""et"":""tegelik"",""de"":""tatsächlich"",""no"":""faktisk""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""acute"",""ru"":""острый"",""et"":""äge"",""de"":""akut"",""no"":""akutt""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""adaptable"",""ru"":""адаптируемый"",""et"":""kohandatav"",""de"":""anpassungsfähig"",""no"":""tilpasningsdyktig""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""addict"",""ru"":""наркоман"",""et"":""sõltlane"",""de"":""süchtig"",""no"":""rusavhengig""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""addicted"",""ru"":""с зависимостью"",""et"":""sõltuvuses"",""de"":""süchtig"",""no"":""avhengige""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""addiction"",""ru"":""зависимость"",""et"":""sõltuvus"",""de"":""Sucht"",""no"":""avhengighet""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adverb","4","{""en"":""additionally"",""ru"":""кроме того"",""et"":""lisaks"",""de"":""zusätzlich"",""no"":""i tillegg""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","verb","4","{""en"":""adequate"",""ru"":""адекватный"",""et"":""piisav"",""de"":""ausreichend"",""no"":""tilstrekkelig""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adverb","4","{""en"":""adequately"",""ru"":""адекватно"",""et"":""adekvaatselt"",""de"":""ausreichend"",""no"":""tilstrekkelig""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""adjustment"",""ru"":""корректирование"",""et"":""reguleerimine"",""de"":""Anpassung"",""no"":""justering""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""administrative"",""ru"":""административный"",""et"":""administratiivne"",""de"":""administrativ"",""no"":""administrativt""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""admirable"",""ru"":""замечательный"",""et"":""imetlusväärne"",""de"":""bewundernswert"",""no"":""beundringsverdig""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adverb","4","{""en"":""admiringly"",""ru"":""восхищенно"",""et"":""imetlevalt"",""de"":""bewundernd"",""no"":""beundrende""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adverb","4","{""en"":""admittedly"",""ru"":""по общему признанию"",""et"":""tõsi küll"",""de"":""zugegebenermaßen"",""no"":""riktignok""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""adopted"",""ru"":""усыновленный"",""et"":""vastu võetud"",""de"":""angenommen"",""no"":""vedtatt""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""adoption"",""ru"":""принятие"",""et"":""lapsendamine"",""de"":""Adoption"",""no"":""adopsjon""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""adore"",""ru"":""обожаю"",""et"":""jumaldan"",""de"":""verehre"",""no"":""forguder""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""adorn"",""ru"":""украшать"",""et"":""kaunistama"",""de"":""schmücken"",""no"":""pryder""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""advance"",""ru"":""продвигать"",""et"":""ettemaks"",""de"":""voraus"",""no"":""forhånd""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""advancement"",""ru"":""продвижение"",""et"":""edasiminek"",""de"":""Fortschritt"",""no"":""avansement""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""advent"",""ru"":""появление"",""et"":""advent"",""de"":""Advent"",""no"":""advent""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""adventurous"",""ru"":""авантюрный"",""et"":""seiklushimuline"",""de"":""abenteuerlich"",""no"":""eventyrlystne""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""adverse"",""ru"":""неблагоприятный"",""et"":""ebasoodne"",""de"":""nachteilig"",""no"":""ugunstig""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adverb","4","{""en"":""adversely"",""ru"":""неблагоприятно"",""et"":""ebasoodsalt"",""de"":""nachteilig"",""no"":""negativt""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""adversity"",""ru"":""невзгоды"",""et"":""ebaõnne"",""de"":""Widrigkeiten"",""no"":""motgang""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","verb","4","{""en"":""affectionate"",""ru"":""любящий"",""et"":""südamlik"",""de"":""liebevoll"",""no"":""kjærlig""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adverb","4","{""en"":""affectionately"",""ru"":""ласково"",""et"":""hellalt"",""de"":""liebevoll"",""no"":""kjærlig""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""affordable"",""ru"":""доступный"",""et"":""taskukohane"",""de"":""erschwinglich"",""no"":""rimelig""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""ageless"",""ru"":""нестареющий"",""et"":""vanusetu"",""de"":""zeitlos"",""no"":""tidløs""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adverb","4","{""en"":""aggressively"",""ru"":""агрессивно"",""et"":""agressiivselt"",""de"":""aggressiv"",""no"":""aggressivt""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","verb","4","{""en"":""agonize/agonise"",""ru"":""мучиться / мучиться"",""et"":""agoniseerima/agoniseerima"",""de"":""quälen/quälen"",""no"":""pine/pine""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""agony"",""ru"":""агония"",""et"":""agoonia"",""de"":""Qual"",""no"":""smerte""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""aim"",""ru"":""цель"",""et"":""eesmärk"",""de"":""Ziel"",""no"":""sikte""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""aircraft"",""ru"":""самолет"",""et"":""lennukid"",""de"":""Flugzeuge"",""no"":""fly""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""aircrew"",""ru"":""экипаж"",""et"":""lennumeeskond"",""de"":""Flugzeugbesatzung"",""no"":""flybesetning""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""alcoholic"",""ru"":""алкоголик"",""et"":""alkohoolik"",""de"":""Alkoholiker"",""no"":""alkoholiker""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""alcoholism"",""ru"":""алкоголизм"",""et"":""alkoholism"",""de"":""Alkoholismus"",""no"":""alkoholisme""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""alert"",""ru"":""тревога"",""et"":""hoiatus"",""de"":""Alarm"",""no"":""varsling""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""allegation"",""ru"":""обвинение"",""et"":""väide"",""de"":""Vorwurf"",""no"":""påstand""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""alliance"",""ru"":""альянс"",""et"":""liit"",""de"":""Allianz"",""no"":""allianse""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adverb","4","{""en"":""ally"",""ru"":""союзник"",""et"":""liitlane"",""de"":""Verbündeter"",""no"":""alliert""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""alongside"",""ru"":""рядом"",""et"":""kõrval"",""de"":""daneben"",""no"":""ved siden av""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""alphabetical"",""ru"":""по алфавиту"",""et"":""tähestikuline"",""de"":""alphabetisch"",""no"":""alfabetisk""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""altar"",""ru"":""алтарь"",""et"":""altar"",""de"":""Altar"",""no"":""alter""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""alter"",""ru"":""изменить"",""et"":""muuda"",""de"":""ändern"",""no"":""endre""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","verb","4","{""en"":""alternate"",""ru"":""альтернативный"",""et"":""vaheldumisi"",""de"":""abwechseln"",""no"":""alternativ""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adverb","4","{""en"":""alternatively"",""ru"":""альтернативно"",""et"":""alternatiivselt"",""de"":""alternativ"",""no"":""alternativt""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""altitude"",""ru"":""высота"",""et"":""kõrgusel"",""de"":""Höhe"",""no"":""høyde""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""aluminum/aluminium"",""ru"":""алюминий/алюминий"",""et"":""alumiinium/alumiinium"",""de"":""Aluminium/Aluminium"",""no"":""aluminium/aluminium""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""amaze"",""ru"":""удивлять"",""et"":""hämmastama"",""de"":""verblüffen"",""no"":""forbløffe""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""amazement"",""ru"":""изумление"",""et"":""hämmastus"",""de"":""Erstaunen"",""no"":""forbauselse""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adverb","4","{""en"":""amazingly"",""ru"":""удивительно"",""et"":""hämmastavalt"",""de"":""erstaunlich"",""no"":""utrolig nok""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""ambassador"",""ru"":""посол"",""et"":""suursaadik"",""de"":""Botschafter"",""no"":""ambassadør""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""ambiguity"",""ru"":""двусмысленность"",""et"":""ebaselgus"",""de"":""Mehrdeutigkeit"",""no"":""tvetydighet""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""ambiguous"",""ru"":""двусмысленный"",""et"":""mitmetähenduslik"",""de"":""mehrdeutig"",""no"":""tvetydig""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""ammonia"",""ru"":""аммиак"",""et"":""ammoniaak"",""de"":""Ammoniak"",""no"":""ammoniakk""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""amongst"",""ru"":""среди"",""et"":""seas"",""de"":""unter"",""no"":""blant""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""ample"",""ru"":""обильный"",""et"":""küllaldane"",""de"":""reichlich"",""no"":""rikelig""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""amplifier"",""ru"":""усилитель"",""et"":""võimendi"",""de"":""Verstärker"",""no"":""forsterker""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""amplify"",""ru"":""усиливать"",""et"":""võimendada"",""de"":""verstärken"",""no"":""forsterke""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""amuse"",""ru"":""развлекать"",""et"":""lõbustama"",""de"":""amüsieren"",""no"":""underholde""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""analogy"",""ru"":""аналогия"",""et"":""analoogia"",""de"":""Analogie"",""no"":""analogi""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""analyst"",""ru"":""аналитик"",""et"":""analüütik"",""de"":""Analyst"",""no"":""analyst""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""anchor"",""ru"":""якорь"",""et"":""ankur"",""de"":""Anker"",""no"":""anker""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""anchorage"",""ru"":""якорная стоянка"",""et"":""ankrukoht"",""de"":""Ankerplatz"",""no"":""anchorage""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""anchorman"",""ru"":""ведущий"",""et"":""ankrumees"",""de"":""Moderator"",""no"":""anchorman""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""anchorperson"",""ru"":""ведущий"",""et"":""ankurdaja"",""de"":""Moderator"",""no"":""ankerperson""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""anguish"",""ru"":""тоска"",""et"":""ahastus"",""de"":""Angst"",""no"":""anguish""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","verb","4","{""en"":""animate"",""ru"":""оживлять"",""et"":""animeerima"",""de"":""animieren"",""no"":""animate""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""anonymous"",""ru"":""анонимный"",""et"":""anonüümne"",""de"":""anonym"",""no"":""anonym""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""antiaircraft"",""ru"":""зенитный"",""et"":""õhutõrje"",""de"":""Flugabwehr"",""no"":""luftvern""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""antibacterial"",""ru"":""антибактериальный"",""et"":""antibakteriaalne"",""de"":""antibakteriell"",""no"":""antibacterial""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""anticancer"",""ru"":""противораковый"",""et"":""vähivastane"",""de"":""Antikrebs"",""no"":""anticancer""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","verb","4","{""en"":""anticipate"",""ru"":""предвидеть"",""et"":""ette näha"",""de"":""antizipieren"",""no"":""anticipate""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""anticipation"",""ru"":""ожидание"",""et"":""ootusärevus"",""de"":""Vorfreude"",""no"":""forventning""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""antipollution"",""ru"":""борьба с загрязнением окружающей среды"",""et"":""saastevastane"",""de"":""Antiverschmutzung"",""no"":""antiforurensning""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""antique"",""ru"":""античный"",""et"":""antiikne"",""de"":""antik"",""no"":""antikk""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""antistatic"",""ru"":""антистатический"",""et"":""antistaatiline"",""de"":""antistatisch"",""no"":""antistatic""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""antivirus"",""ru"":""антивирус"",""et"":""viirusetõrje"",""de"":""Antivirus"",""no"":""antivirus""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","noun","4","{""en"":""apostrophe"",""ru"":""апостроф"",""et"":""apostroof"",""de"":""Apostroph"",""no"":""apostrophe""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""appeal"",""ru"":""обращаться"",""et"":""apellatsioonkaebus"",""de"":""Berufung"",""no"":""anke""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""applicant"",""ru"":""заявитель"",""et"":""taotleja"",""de"":""Bewerber"",""no"":""applicant""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
"general","adjective","4","{""en"":""appreciative"",""ru"":""благодарный"",""et"":""tänulik"",""de"":""wertschätzend"",""no"":""appreciative""}","{""source"":""b2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":4}"
