topic_slug,part_of_speech,level,translations,meta
"general","noun","2","{""en"":""area"",""ru"":""область"",""et"":""ala"",""de"":""Bereich"",""no"":""område""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""argue"",""ru"":""спорить"",""et"":""vaidlema"",""de"":""argumentieren"",""no"":""argumentere""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""argument"",""ru"":""аргумент"",""et"":""argument"",""de"":""Argument"",""no"":""argument""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""armchair"",""ru"":""кресло"",""et"":""tugitool"",""de"":""Sessel"",""no"":""lenestol""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""armed"",""ru"":""вооруженный"",""et"":""relvastatud"",""de"":""bewaffnet"",""no"":""bevæpnet""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"grammar","preposition","2","{""en"":""around"",""ru"":""вокруг"",""et"":""ümber"",""de"":""herum"",""no"":""rundt""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""artificial"",""ru"":""искусственный"",""et"":""kunstlik"",""de"":""künstlich"",""no"":""kunstig""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""as"",""ru"":""как"",""et"":""nagu"",""de"":""als"",""no"":""som""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""asleep"",""ru"":""спящий"",""et"":""magama jäänud"",""de"":""schlafend"",""no"":""sover""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""assistant"",""ru"":""помощник"",""et"":""assistent"",""de"":""Assistent"",""no"":""assistent""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""association"",""ru"":""ассоциация"",""et"":""assotsiatsioon"",""de"":""Verein"",""no"":""forening""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""astronaut"",""ru"":""космонавт"",""et"":""astronaut"",""de"":""Astronaut"",""no"":""astronaut""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""athlete"",""ru"":""спортсмен"",""et"":""sportlane"",""de"":""Sportler"",""no"":""idrettsutøver""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""atom"",""ru"":""атом"",""et"":""aatom"",""de"":""Atom"",""no"":""atom""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""attack"",""ru"":""атаковать"",""et"":""rünnak"",""de"":""Angriff"",""no"":""angrep""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""attempt"",""ru"":""пытаться"",""et"":""katse"",""de"":""Versuch"",""no"":""forsøk""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""attention"",""ru"":""внимание"",""et"":""tähelepanu"",""de"":""Aufmerksamkeit"",""no"":""oppmerksomhet""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""attitude"",""ru"":""отношение"",""et"":""suhtumine"",""de"":""Haltung"",""no"":""holdning""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""attractive"",""ru"":""привлекательный"",""et"":""atraktiivne"",""de"":""attraktiv"",""no"":""attraktive""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""audience"",""ru"":""аудитория"",""et"":""publik"",""de"":""Publikum"",""no"":""publikum""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""audio"",""ru"":""аудио"",""et"":""heli"",""de"":""Audio"",""no"":""lyd""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""author"",""ru"":""автор"",""et"":""autor"",""de"":""Autor"",""no"":""forfatter""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""automatic"",""ru"":""автоматический"",""et"":""automaatne"",""de"":""automatisch"",""no"":""automatisk""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adverb","2","{""en"":""automatically"",""ru"":""автоматически"",""et"":""automaatselt"",""de"":""automatisch"",""no"":""automatisk""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""average"",""ru"":""средний"",""et"":""keskmine"",""de"":""Durchschnitt"",""no"":""gjennomsnittlig""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""avoid"",""ru"":""избегать"",""et"":""vältida"",""de"":""vermeiden"",""no"":""unngå""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""award"",""ru"":""награда"",""et"":""auhind"",""de"":""Auszeichnung"",""no"":""pris""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""awful"",""ru"":""ужасный"",""et"":""kohutav"",""de"":""schrecklich"",""no"":""forferdelig""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"body","noun","2","{""en"":""back"",""ru"":""назад"",""et"":""tagasi"",""de"":""zurück"",""no"":""tilbake""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""background"",""ru"":""фон"",""et"":""taustal"",""de"":""Hintergrund"",""no"":""bakgrunn""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adverb","2","{""en"":""badly"",""ru"":""плохо"",""et"":""halvasti"",""de"":""schlecht"",""no"":""dårlig""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""badminton"",""ru"":""бадминтон"",""et"":""sulgpall"",""de"":""Badminton"",""no"":""badminton""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""bake"",""ru"":""выпекать"",""et"":""küpsetada"",""de"":""backen"",""no"":""bake""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""balcony"",""ru"":""балкон"",""et"":""rõdu"",""de"":""Balkon"",""no"":""balkong""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""balloon"",""ru"":""воздушный шар"",""et"":""õhupall"",""de"":""Ballon"",""no"":""ballong""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"places","noun","2","{""en"":""bank"",""ru"":""банк"",""et"":""pank"",""de"":""Bank"",""no"":""bank""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
