topic_slug,part_of_speech,level,translations,meta
"general","adjective","5","{""en"":""isolated"",""ru"":""изолированный"",""et"":""isoleeritud"",""de"":""isoliert"",""no"":""isolert""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""humble"",""ru"":""скромный"",""et"":""alandlik"",""de"":""bescheiden"",""no"":""ydmyk""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adverb","5","{""en"":""refreshingly"",""ru"":""освежающе"",""et"":""värskendavalt"",""de"":""erfrischend"",""no"":""forfriskende""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adjective","5","{""en"":""effortless"",""ru"":""легкий"",""et"":""pingutuseta"",""de"":""mühelos"",""no"":""uanstrengt""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""vegetation"",""ru"":""растительность"",""et"":""taimestik"",""de"":""Vegetation"",""no"":""vegetasjon""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""brief"",""ru"":""краткий"",""et"":""lühidalt"",""de"":""kurz"",""no"":""kort""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""respite"",""ru"":""передышка"",""et"":""hingetõmbeaeg"",""de"":""Ruhepause"",""no"":""pusterom""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""suffice"",""ru"":""достаточно"",""et"":""piisab"",""de"":""genügen"",""no"":""nok""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adjective","5","{""en"":""purity"",""ru"":""чистота"",""et"":""puhtus"",""de"":""Reinheit"",""no"":""renhet""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""gruelling"",""ru"":""изнурительный"",""et"":""kurnav"",""de"":""anstrengend"",""no"":""utmattende""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""cast"",""ru"":""бросать"",""et"":""valatud"",""de"":""Besetzung"",""no"":""rollebesetning""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","verb","5","{""en"":""comprise"",""ru"":""включать в себя"",""et"":""sisaldavad"",""de"":""umfassen"",""no"":""omfatte""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""plaster"",""ru"":""штукатурка"",""et"":""krohv"",""de"":""Gips"",""no"":""gips""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""darkroom"",""ru"":""темная комната"",""et"":""pimetuba"",""de"":""Dunkelkammer"",""no"":""mørkerom""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""induct"",""ru"":""вводить в должность"",""et"":""sisse kutsuda"",""de"":""induzieren"",""no"":""innføre""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""induction"",""ru"":""индукция"",""et"":""induktsioon"",""de"":""Induktion"",""no"":""induksjon""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""stock"",""ru"":""запас"",""et"":""varu"",""de"":""Lager"",""no"":""lager""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""fossil"",""ru"":""ископаемое"",""et"":""fossiil"",""de"":""Fossil"",""no"":""fossil""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adjective","5","{""en"":""geological"",""ru"":""геологический"",""et"":""geoloogiline"",""de"":""geologisch"",""no"":""geologisk""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adverb","5","{""en"":""geologically"",""ru"":""геологически"",""et"":""geoloogiliselt"",""de"":""geologisch"",""no"":""geologisk""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"places","noun","5","{""en"":""house"",""ru"":""дом"",""et"":""maja"",""de"":""Haus"",""no"":""hus""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","verb","5","{""en"":""specimen"",""ru"":""образец"",""et"":""isend"",""de"":""Exemplar"",""no"":""eksemplar""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adverb","5","{""en"":""enormously"",""ru"":""чрезвычайно"",""et"":""tohutult"",""de"":""enorm"",""no"":""enormt""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""gem"",""ru"":""драгоценный камень"",""et"":""kalliskivi"",""de"":""Juwel"",""no"":""perle""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adjective","5","{""en"":""explanatory"",""ru"":""объяснительный"",""et"":""selgitav"",""de"":""erklärend"",""no"":""forklarende""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adjective","5","{""en"":""vertical"",""ru"":""вертикальный"",""et"":""vertikaalne"",""de"":""vertikal"",""no"":""vertikal""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adjective","5","{""en"":""knowledgeable"",""ru"":""знающий"",""et"":""teadlikud"",""de"":""kenntnisreich"",""no"":""kunnskapsrik""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adverb","5","{""en"":""ordinarily"",""ru"":""обычно"",""et"":""tavaliselt"",""de"":""normalerweise"",""no"":""ordinært""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""hanging"",""ru"":""висит"",""et"":""rippuvad"",""de"":""hängend"",""no"":""hengende""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""tomb"",""ru"":""могила"",""et"":""haud"",""de"":""Grab"",""no"":""grav""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","verb","5","{""en"":""formulate"",""ru"":""формулировать"",""et"":""sõnastada"",""de"":""formulieren"",""no"":""formulere""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""resin"",""ru"":""смола"",""et"":""vaik"",""de"":""Harz"",""no"":""harpiks""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""sacrifice"",""ru"":""жертва"",""et"":""ohverdada"",""de"":""Opfer"",""no"":""offer""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adverb","5","{""en"":""cleanly"",""ru"":""чисто"",""et"":""puhtalt"",""de"":""sauber"",""no"":""rent""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adjective","5","{""en"":""endorsement"",""ru"":""поддержка"",""et"":""kinnitus"",""de"":""Billigung"",""no"":""påtegning""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""stretching"",""ru"":""растягивание"",""et"":""venitamine"",""de"":""Dehnung"",""no"":""strekk""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adjective","5","{""en"":""continuity"",""ru"":""преемственность"",""et"":""järjepidevus"",""de"":""Kontinuität"",""no"":""kontinuitet""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""shambles"",""ru"":""руины"",""et"":""segamini"",""de"":""Trümmer"",""no"":""rusker""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adjective","5","{""en"":""claustrophobic"",""ru"":""клаустрофобный"",""et"":""klaustrofoobiline"",""de"":""klaustrophobisch"",""no"":""klaustrofobisk""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""claustrophobia"",""ru"":""клаустрофобия"",""et"":""klaustrofoobia"",""de"":""Klaustrophobie"",""no"":""klaustrofobi""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""headstrong"",""ru"":""упрямый"",""et"":""isepäine"",""de"":""eigensinnig"",""no"":""egenrådig""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""tact"",""ru"":""такт"",""et"":""taktitunne"",""de"":""Takt"",""no"":""takt""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adjective","5","{""en"":""tactful"",""ru"":""тактичный"",""et"":""taktitundeline"",""de"":""taktvoll"",""no"":""taktfull""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","adverb","5","{""en"":""tactfully"",""ru"":""тактично"",""et"":""taktitundeliselt"",""de"":""taktvoll"",""no"":""taktfullt""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""blister"",""ru"":""волдырь"",""et"":""blister"",""de"":""Blase"",""no"":""blemme""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""sponsorship"",""ru"":""спонсорство"",""et"":""sponsorlus"",""de"":""Sponsoring"",""no"":""sponsing""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""ego"",""ru"":""эго"",""et"":""ego"",""de"":""Ego"",""no"":""ego""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"education","noun","5","{""en"":""class"",""ru"":""сорт"",""et"":""klass"",""de"":""Klasse"",""no"":""klasse""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""saloon"",""ru"":""в салон"",""et"":""salong"",""de"":""Salon"",""no"":""salong""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""lap"",""ru"":""колени"",""et"":""süles"",""de"":""Runde"",""no"":""runde""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""beforehand"",""ru"":""заранее"",""et"":""ette"",""de"":""vorher"",""no"":""på forhånd""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""slob"",""ru"":""неряха"",""et"":""lörts"",""de"":""Schlampe"",""no"":""slask""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""coverage"",""ru"":""покрытие"",""et"":""katvus"",""de"":""Abdeckung"",""no"":""dekning""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
"general","noun","5","{""en"":""unplug"",""ru"":""отключить"",""et"":""vooluvõrgust lahti"",""de"":""ausstecken"",""no"":""koble fra""}","{""source"":""c1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":5}"
