topic_slug,part_of_speech,level,translations,meta
"general","noun","3","{""en"":""abundance"",""ru"":""избыток"",""et"":""küllus"",""de"":""Fülle"",""no"":""overflod""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""abundant"",""ru"":""обильный"",""et"":""külluslik"",""de"":""reichlich vorhanden"",""no"":""rikelig""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""academic"",""ru"":""академический"",""et"":""akadeemiline"",""de"":""akademisch"",""no"":""akademisk""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""academy"",""ru"":""академия"",""et"":""akadeemia"",""de"":""Akademie"",""no"":""akademi""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""accent"",""ru"":""акцент"",""et"":""aktsent"",""de"":""Akzent"",""no"":""aksent""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""acceptance"",""ru"":""принятие"",""et"":""vastuvõtmine"",""de"":""Akzeptanz"",""no"":""aksept""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""access"",""ru"":""доступ"",""et"":""juurdepääs"",""de"":""Zugang"",""no"":""tilgang""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""accessible"",""ru"":""доступный"",""et"":""ligipääsetav"",""de"":""zugänglich"",""no"":""tilgjengelig""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""accessory"",""ru"":""аксессуар"",""et"":""tarvik"",""de"":""Zubehör"",""no"":""tilbehør""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""accidental"",""ru"":""случайный"",""et"":""juhuslik"",""de"":""zufällig"",""no"":""tilfeldig""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adverb","3","{""en"":""accidentally"",""ru"":""случайно"",""et"":""kogemata"",""de"":""versehentlich"",""no"":""ved et uhell""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""accompany"",""ru"":""сопровождать"",""et"":""kaasas olema"",""de"":""begleiten"",""no"":""følge med""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""accomplish"",""ru"":""выполнить"",""et"":""täita"",""de"":""erreichen"",""no"":""oppnå""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"grammar","noun","3","{""en"":""according to"",""ru"":""в соответствии с"",""et"":""järgi"",""de"":""gem"",""no"":""ifølge""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""account"",""ru"":""счет"",""et"":""konto"",""de"":""Konto"",""no"":""konto""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""accountant"",""ru"":""бухгалтер"",""et"":""raamatupidaja"",""de"":""Buchhalter"",""no"":""regnskapsfører""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""accuracy"",""ru"":""точность"",""et"":""täpsust"",""de"":""Genauigkeit"",""no"":""nøyaktighet""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","verb","3","{""en"":""accurate"",""ru"":""точный"",""et"":""täpne"",""de"":""genau"",""no"":""nøyaktig""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adverb","3","{""en"":""accurately"",""ru"":""точно"",""et"":""täpselt"",""de"":""genau"",""no"":""nøyaktig""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""accuse"",""ru"":""обвинять"",""et"":""süüdistama"",""de"":""beschuldigen"",""no"":""anklage""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""accustom"",""ru"":""приучать"",""et"":""harjuda"",""de"":""gewöhnen"",""no"":""tilvenning""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""ache"",""ru"":""болеть"",""et"":""valutama"",""de"":""Schmerzen"",""no"":""verke""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""achievement"",""ru"":""достижение"",""et"":""saavutus"",""de"":""Leistung"",""no"":""prestasjon""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""acknowledge"",""ru"":""сознавать"",""et"":""tunnistama"",""de"":""anerkennen"",""no"":""erkjenne""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""acknowledgment/acknowledgement"",""ru"":""подтверждение/подтверждение"",""et"":""tunnustus/kinnitus"",""de"":""Bestätigung/Bestätigung"",""no"":""erkjennelse/erkjennelse""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""acquaintance"",""ru"":""знакомство"",""et"":""tuttav"",""de"":""Bekanntschaft"",""no"":""bekjentskap""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""acquire"",""ru"":""приобретать"",""et"":""omandada"",""de"":""erwerben"",""no"":""anskaffe""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""act"",""ru"":""действовать"",""et"":""tegutsema"",""de"":""handeln"",""no"":""handle""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""active"",""ru"":""активный"",""et"":""aktiivne"",""de"":""aktiv"",""no"":""aktive""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""actress"",""ru"":""актриса"",""et"":""näitlejanna"",""de"":""Schauspielerin"",""no"":""skuespillerinne""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""ad"",""ru"":""объявление"",""et"":""reklaam"",""de"":""Anzeige"",""no"":""annonse""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""adapt"",""ru"":""адаптироваться"",""et"":""kohaneda"",""de"":""anpassen"",""no"":""tilpasse seg""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""address"",""ru"":""адрес"",""et"":""aadress"",""de"":""Adresse"",""no"":""adresse""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""addressee"",""ru"":""адресат"",""et"":""adressaat"",""de"":""Adressat"",""no"":""adressat""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""administration"",""ru"":""администрация"",""et"":""administreerimine"",""de"":""Verwaltung"",""no"":""administrasjon""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""admiration"",""ru"":""восхищение"",""et"":""imetlust"",""de"":""Bewunderung"",""no"":""beundring""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""admission"",""ru"":""допуск"",""et"":""sissepääs"",""de"":""Eintritt"",""no"":""opptak""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""adopt"",""ru"":""усыновить"",""et"":""adopteerida"",""de"":""adoptieren"",""no"":""adoptere""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""adorable"",""ru"":""восхитительный"",""et"":""jumalik"",""de"":""bezaubernd"",""no"":""bedårende""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""advance"",""ru"":""продвигать"",""et"":""ettemaks"",""de"":""voraus"",""no"":""forhånd""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""adverb"",""ru"":""наречие"",""et"":""määrsõna"",""de"":""Adverb"",""no"":""adverb""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""adverbial"",""ru"":""наречие"",""et"":""määrsõna"",""de"":""adverbial"",""no"":""adverbial""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""advert"",""ru"":""объявление"",""et"":""kuulutus"",""de"":""Anzeige"",""no"":""annonse""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","verb","3","{""en"":""advertise"",""ru"":""рекламировать"",""et"":""reklaamida"",""de"":""werben"",""no"":""annonsere""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""adviser/advisor"",""ru"":""советник/советник"",""et"":""nõustaja/nõustaja"",""de"":""Berater/Berater"",""no"":""rådgiver/rådgiver""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""aerobics"",""ru"":""аэробика"",""et"":""aeroobika"",""de"":""Aerobic"",""no"":""aerobic""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""affect"",""ru"":""оказывать воздействие"",""et"":""mõjutada"",""de"":""beeinflussen"",""no"":""påvirke""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""affection"",""ru"":""привязанность"",""et"":""kiindumust"",""de"":""Zuneigung"",""no"":""hengivenhet""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""afford"",""ru"":""предоставлять"",""et"":""endale lubada"",""de"":""leisten"",""no"":""råd til""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"grammar","preposition","3","{""en"":""after"",""ru"":""после"",""et"":""pärast"",""de"":""danach"",""no"":""etter""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""afterward"",""ru"":""потом"",""et"":""pärast"",""de"":""danach"",""no"":""etterpå""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""afterwards"",""ru"":""после"",""et"":""pärast"",""de"":""danach"",""no"":""etterpå""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""agenda"",""ru"":""повестка дня"",""et"":""päevakorda"",""de"":""Tagesordnung"",""no"":""agenda""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""aggressive"",""ru"":""агрессивный"",""et"":""agressiivne"",""de"":""aggressiv"",""no"":""aggressive""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""agreement"",""ru"":""соглашение"",""et"":""kokkuleppele"",""de"":""Vereinbarung"",""no"":""avtale""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""agricultural"",""ru"":""сельскохозяйственный"",""et"":""põllumajanduslik"",""de"":""landwirtschaftlich"",""no"":""landbruk""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""agriculture"",""ru"":""сельское хозяйство"",""et"":""põllumajandus"",""de"":""Landwirtschaft"",""no"":""jordbruk""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""aid"",""ru"":""помогать"",""et"":""abi"",""de"":""Hilfe"",""no"":""hjelp""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""aim"",""ru"":""цель"",""et"":""eesmärk"",""de"":""Ziel"",""no"":""sikte""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""air conditioning"",""ru"":""кондиционер"",""et"":""konditsioneer"",""de"":""Klimaanlage"",""no"":""klimaanlegg""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""air force"",""ru"":""ВВС"",""et"":""õhuvägi"",""de"":""Luftwaffe"",""no"":""luftvåpen""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""airline"",""ru"":""авиакомпания"",""et"":""lennufirma"",""de"":""Fluggesellschaft"",""no"":""flyselskap""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""alarm"",""ru"":""тревога"",""et"":""äratus"",""de"":""Alarm"",""no"":""alarm""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""alcohol"",""ru"":""алкоголь"",""et"":""alkohol"",""de"":""Alkohol"",""no"":""alkohol""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""alcoholic"",""ru"":""алкоголик"",""et"":""alkohoolik"",""de"":""Alkoholiker"",""no"":""alkoholiker""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""alike"",""ru"":""одинаково"",""et"":""samasugused"",""de"":""gleichermaßen"",""no"":""like""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""allergic"",""ru"":""аллергический"",""et"":""allergiline"",""de"":""allergisch"",""no"":""allergisk""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""allowance"",""ru"":""разрешение"",""et"":""toetust"",""de"":""Zulage"",""no"":""godtgjørelse""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""aloud"",""ru"":""вслух"",""et"":""valjusti"",""de"":""laut"",""no"":""høyt""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""alphabet"",""ru"":""алфавит"",""et"":""tähestik"",""de"":""Alphabet"",""no"":""alfabetet""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""alternative"",""ru"":""альтернатива"",""et"":""alternatiivne"",""de"":""Alternative"",""no"":""alternativ""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""altogether"",""ru"":""вообще"",""et"":""üldse"",""de"":""insgesamt"",""no"":""totalt""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""amazed"",""ru"":""поражен"",""et"":""hämmastunud"",""de"":""erstaunt"",""no"":""overrasket""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""amazing"",""ru"":""удивительный"",""et"":""hämmastav"",""de"":""erstaunlich"",""no"":""utrolig""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""ambitious"",""ru"":""амбициозный"",""et"":""ambitsioonikas"",""de"":""ehrgeizig"",""no"":""ambisiøse""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""ambulance"",""ru"":""машина скорой помощи"",""et"":""kiirabi"",""de"":""Krankenwagen"",""no"":""ambulanse""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""amount"",""ru"":""количество"",""et"":""summa"",""de"":""Betrag"",""no"":""beløp""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""amusing"",""ru"":""занимательный"",""et"":""lõbus"",""de"":""amüsant"",""no"":""morsomt""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""analysis"",""ru"":""анализ"",""et"":""analüüs"",""de"":""Analyse"",""no"":""analyse""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""analyze"",""ru"":""анализировать"",""et"":""analüüsida"",""de"":""analysieren"",""no"":""analysere""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""anger"",""ru"":""злость"",""et"":""viha"",""de"":""Wut"",""no"":""sinne""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""angle"",""ru"":""угол"",""et"":""nurk"",""de"":""Winkel"",""no"":""vinkel""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""animated"",""ru"":""анимированный"",""et"":""animeeritud"",""de"":""animiert"",""no"":""animert""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""animation"",""ru"":""анимация"",""et"":""animatsioon"",""de"":""Animation"",""no"":""animasjon""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""announce"",""ru"":""объявить"",""et"":""kuulutada"",""de"":""bekannt geben"",""no"":""kunngjøre""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""announcement"",""ru"":""объявление"",""et"":""teadaanne"",""de"":""Ankündigung"",""no"":""kunngjøring""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""annoyance"",""ru"":""раздражение"",""et"":""tüütust"",""de"":""Ärger"",""no"":""irritasjon""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""annoyed"",""ru"":""раздраженный"",""et"":""nördinud"",""de"":""genervt"",""no"":""irritert""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""annual"",""ru"":""ежегодный"",""et"":""iga-aastane"",""de"":""jährlich"",""no"":""årlig""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adverb","3","{""en"":""annually"",""ru"":""ежегодно"",""et"":""aastas"",""de"":""jährlich"",""no"":""årlig""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","adjective","3","{""en"":""ant"",""ru"":""муравей"",""et"":""ant"",""de"":""Ameise"",""no"":""maur""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
"general","noun","3","{""en"":""anti"",""ru"":""анти"",""et"":""anti"",""de"":""anti"",""no"":""anti""}","{""source"":""b1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":3}"
